Minimum Temperature,Maximum Temperature,Humidity,Precipitation
2.9,32.5,55,15.1
12.6,27.5,62,10.5
16.6,25.9,41,0.4
-2.1,44.7,42,2.2
9.0,40.7,82,7.7
-2.3,38.2,58,9.9
14.3,36.0,58,10.7
1.0,21.8,80,13.8
8.8,33.3,52,5.2
4.0,24.6,87,6.0
9.0,47.5,50,10.5
9.1,41.9,69,14.2
9.1,33.8,66,2.2
10.2,25.8,63,15.4
6.4,45.6,65,10.8
14.2,40.3,75,10.4
3.4,29.7,66,4.2
13.9,28.0,84,9.7
8.0,45.3,57,7.8
0.7,41.5,50,3.3
1.6,44.2,61,12.2
2.5,38.1,50,8.3
-0.7,48.7,39,9.0
13.9,36.0,57,6.5
6.2,25.1,50,2.6
10.4,21.8,51,8.0
5.3,38.9,64,11.8
7.2,22.8,45,6.6
-1.5,18.7,43,10.1
-0.6,42.6,77,5.5
16.4,22.1,88,4.6
7.7,22.4,58,0.0
1.9,37.5,65,8.4
1.7,18.8,63,8.9
-2.5,43.6,74,10.9
-2.3,46.9,76,3.0
14.7,43.7,82,10.3
3.1,44.5,66,8.9
14.1,31.2,55,8.2
-0.9,26.9,54,8.5
8.0,32.1,52,7.1
-1.8,19.4,56,6.9
-2.9,19.9,60,15.4
5.3,24.7,50,12.9
1.9,43.8,72,14.9
0.6,26.3,66,7.5
14.2,21.1,60,3.8
-2.9,38.8,58,3.9
17.1,21.5,73,5.3
6.7,28.6,88,0.3
16.8,41.1,43,5.8
1.5,31.6,54,12.9
4.2,35.3,49,5.6
17.1,27.6,79,1.1
13.0,20.2,55,7.6
17.4,47.5,53,13.7
13.4,21.9,86,14.4
1.0,36.8,71,11.6
13.6,39.8,52,15.2
0.3,40.4,89,0.1
14.6,46.3,89,2.2
-2.6,20.7,40,3.1
9.1,38.4,58,6.2
3.9,21.7,52,6.4
17.3,42.2,83,3.7
-0.3,24.0,56,8.9
4.3,23.6,71,11.8
13.5,19.3,80,1.3
7.1,39.4,82,6.1
2.5,31.2,48,8.1
11.6,19.7,77,13.6
15.4,39.4,79,14.1
9.3,27.7,53,14.3
-2.0,33.7,75,5.7
5.2,38.0,88,1.8
1.1,44.5,66,8.7
13.6,46.4,45,14.1
15.5,35.4,81,4.7
16.6,32.6,60,12.8
10.5,42.1,53,6.1
6.2,42.6,55,2.1
8.2,25.4,85,8.6
18.0,19.4,78,11.1
16.9,46.9,50,2.7
10.4,48.1,73,12.8
2.4,25.1,62,11.7
10.4,35.5,64,7.7
-2.3,45.5,48,15.4
15.0,25.2,44,14.5
0.1,31.6,64,2.6
13.1,27.9,72,1.6
-0.2,44.9,53,10.8
11.1,45.7,72,15.5
9.5,40.3,53,10.9
7.6,33.8,56,6.5
9.7,33.8,58,6.2
-0.9,23.5,57,6.3
15.6,31.7,53,1.9
13.0,48.6,88,6.9
3.1,42.6,42,14.8
8.0,43.5,72,1.8
15.9,40.2,50,3.1
4.4,38.0,38,11.0
4.0,42.3,51,8.4
-1.4,24.1,49,9.5
9.5,26.3,79,14.3
6.9,40.8,43,12.2
-0.0,45.4,69,13.6
10.5,24.7,38,5.4
-1.9,44.1,56,13.4
12.2,31.2,71,7.9
0.8,25.0,87,8.4
-0.4,43.0,50,7.4
-0.2,46.4,89,9.1
7.4,30.1,64,9.5
13.8,34.4,50,12.7
-1.7,30.5,64,13.2
5.8,30.3,46,11.3
5.8,19.9,57,10.5
0.6,25.4,68,9.3
7.2,28.8,56,4.1
3.6,32.2,80,6.7
9.6,33.2,46,11.6
7.1,30.7,86,4.1
11.8,29.5,52,12.7
17.3,38.1,56,2.7
6.4,21.4,59,12.8
-1.5,48.7,38,14.5
12.8,20.6,38,14.8
0.7,28.2,72,0.5
17.1,36.1,43,6.3
11.4,34.4,80,7.7
10.7,27.7,83,11.9
3.0,23.7,46,5.4
12.7,25.0,49,12.4
-0.4,45.5,56,15.2
6.5,31.3,59,4.0
1.7,45.9,73,6.3
13.1,38.2,86,11.0
15.7,44.3,48,12.8
1.5,24.1,78,5.7
16.9,46.7,78,2.7
9.7,26.8,55,10.7
4.0,40.3,74,7.9
12.5,36.6,68,13.3
16.5,42.7,43,12.9
17.2,31.4,47,11.7
6.3,38.4,77,12.8
8.5,48.1,57,2.8
-0.9,48.4,66,11.4
10.6,22.2,68,12.1
-2.2,48.5,70,4.0
12.7,29.6,75,14.7
7.3,32.9,85,8.5
14.9,29.1,53,5.4
7.3,40.9,48,6.1
17.9,26.1,50,9.1
11.8,23.7,39,1.6
14.1,21.7,55,15.2
16.9,35.8,51,14.2
14.6,33.2,49,14.5
7.5,25.0,81,15.3
9.2,40.8,79,4.0
11.3,42.3,72,7.9
13.4,35.0,86,4.2
14.2,38.1,55,2.1
13.7,26.4,63,12.7
5.3,21.4,83,0.6
7.6,30.8,47,6.3
-2.5,30.6,44,7.7
-2.5,39.3,75,0.5
3.6,48.7,57,15.1
8.0,27.1,51,7.4
11.9,35.0,51,3.8
7.5,47.0,60,5.7
11.0,31.1,62,4.0
14.1,20.5,86,3.9
2.9,25.0,63,15.1
16.9,21.5,74,7.2
12.2,32.0,62,15.3
8.4,37.0,84,8.5
16.6,43.7,44,6.2
16.0,47.7,39,6.4
8.9,35.6,81,5.7
17.5,19.9,71,1.6
4.0,48.2,55,12.5
2.7,43.1,49,9.0
4.1,41.2,73,7.8
1.4,26.2,55,4.8
14.6,30.5,47,7.4
8.8,21.9,75,12.2
17.3,48.4,80,0.6
12.0,38.4,59,10.1
-2.0,24.1,87,15.2
12.5,31.3,44,7.2
14.4,20.8,81,13.1
-0.9,25.8,61,14.9
2.6,36.9,81,8.7
5.4,20.8,45,5.5
-1.2,39.8,89,4.7
14.5,27.8,65,3.4
17.8,32.2,43,9.6
14.6,24.9,76,14.6
2.0,29.0,73,4.6
16.9,46.2,69,1.2
10.3,38.1,76,2.2
9.1,35.1,51,12.1
1.4,18.8,40,15.1
8.5,44.1,79,0.4
11.4,37.6,58,9.0
5.0,27.4,39,11.2
8.2,23.2,69,7.8
-2.3,44.5,67,14.0
10.4,31.8,84,13.7
-2.1,26.7,58,5.9
-2.7,45.6,50,10.4
-1.0,34.0,60,2.9
3.1,20.4,55,8.5
14.5,48.5,54,12.5
5.1,20.7,84,13.8
9.5,45.3,85,0.4
14.8,28.9,75,14.5
0.2,19.2,73,8.8
4.9,46.1,49,14.7
-0.8,30.3,64,3.6
16.3,26.7,38,7.1
1.2,27.2,89,11.8
-2.0,40.2,77,6.7
11.0,48.8,77,5.9
7.5,36.7,80,6.7
3.5,26.5,68,12.8
2.6,46.5,77,5.8
15.7,19.2,49,0.4
6.8,37.6,72,3.7
5.6,47.7,63,14.5
3.4,24.5,50,4.1
-0.7,25.6,70,5.2
1.6,30.8,59,0.6
14.7,32.7,83,11.9
1.3,41.8,61,12.3
2.1,36.0,49,11.7
17.9,27.3,57,0.9
17.3,36.9,63,15.2
1.2,26.8,50,0.8
3.3,20.9,78,0.7
4.2,18.9,44,4.9
7.5,40.7,65,13.2
11.7,29.9,51,5.5
10.0,31.0,70,4.5
12.8,43.8,66,13.8
5.8,24.2,50,13.7
3.7,43.3,74,14.7
13.4,31.1,67,3.2
11.3,39.4,77,1.0
16.5,31.4,47,6.3
7.6,33.3,75,12.4
-0.5,33.9,58,2.1
10.1,48.8,48,10.7
11.3,30.3,87,13.9
1.6,21.3,74,5.5
-2.1,35.4,76,4.0
5.9,39.7,71,8.5
16.3,38.8,81,0.8
-2.5,40.9,81,6.3
12.4,37.0,64,14.4
1.4,31.9,88,2.4
14.2,41.2,54,0.5
0.2,43.0,57,8.0
9.7,45.2,65,4.8
12.9,37.3,40,1.3
11.1,19.9,82,2.2
9.5,21.6,45,2.0
1.2,46.2,89,12.5
15.9,36.2,68,3.2
2.9,40.9,40,9.9
15.6,46.2,48,15.3
0.7,41.1,55,5.9
11.6,21.7,55,13.1
2.6,25.0,64,8.8
2.8,40.2,87,3.2
1.5,33.5,40,15.0
16.7,23.0,50,9.5
16.4,40.1,50,3.7
17.1,38.3,57,6.7
17.0,46.2,52,9.0
16.6,21.6,66,1.3
-0.7,30.1,48,13.0
10.4,33.0,77,13.7
13.2,36.7,52,4.4
7.6,22.4,67,8.1
1.7,25.2,56,9.5
17.7,35.7,53,4.0
13.8,28.0,76,1.9
4.7,26.7,64,11.2
17.6,48.5,78,8.9
10.5,48.3,72,13.3
5.0,19.0,70,7.1
-0.8,37.0,80,11.0
10.0,33.2,62,8.9
12.5,39.9,79,7.1
9.4,39.9,76,7.0
5.6,29.6,76,2.0
16.9,39.2,38,10.2
10.5,26.5,78,12.2
12.8,28.8,86,8.7
16.1,46.0,46,6.7
2.8,46.0,86,12.4
-0.1,21.8,67,15.5
10.7,46.0,59,1.3
2.0,26.3,45,15.1
14.8,22.5,85,9.5
1.8,34.2,67,2.0
12.7,47.1,87,2.6
6.2,22.5,72,5.8
0.2,26.4,48,14.4
8.2,39.1,60,12.9
4.3,28.3,50,10.4
4.8,30.2,85,2.3
-2.7,23.4,63,7.8
3.7,28.8,46,3.8
9.6,21.7,78,4.7
3.3,46.2,58,7.3
6.6,36.8,84,0.5
3.3,39.4,53,10.1
5.3,40.9,72,5.4
11.8,26.8,49,4.3
9.4,38.5,58,1.3
7.5,21.2,79,5.7
15.2,32.2,41,0.1
14.9,30.9,68,15.4
2.2,44.8,68,8.6
-1.5,21.2,60,12.7
16.2,20.2,52,6.7
-0.1,36.2,65,14.2
9.4,28.5,57,15.5
5.5,25.5,73,4.1
11.0,31.8,87,1.9
9.4,44.1,44,12.6
16.2,30.9,89,7.3
2.7,37.2,45,11.1
4.7,21.7,84,13.6
17.1,23.5,40,15.4
14.6,29.1,70,1.0
-1.0,24.2,60,10.1
10.7,37.5,83,5.3
5.6,28.0,45,9.9
17.6,38.6,83,9.9
9.3,39.6,75,10.7
8.1,30.9,71,7.5
10.5,29.4,66,11.1
13.9,40.1,43,7.1
13.7,21.2,71,10.6
-2.6,48.4,55,2.0
14.4,21.9,50,5.3
16.2,28.8,62,9.7
3.5,27.8,45,3.7
7.7,45.8,81,7.8
12.6,22.1,84,5.0
6.0,46.9,71,14.6
15.0,41.9,71,9.1
-0.9,46.3,54,9.9
5.4,24.2,82,2.2
16.4,30.3,40,13.9
-2.9,27.4,42,12.3
-2.0,29.3,55,10.4
5.9,37.7,62,7.1
13.6,19.6,45,8.7
-2.4,40.4,41,6.2
10.6,45.3,83,8.1
-1.2,33.3,50,8.7
16.8,32.6,55,15.0
-2.0,24.6,74,8.0
2.2,38.0,76,6.6
16.8,19.1,52,7.6
3.0,33.0,48,3.0
6.5,33.0,83,12.6
0.6,39.3,66,8.9
-0.5,30.1,79,1.8
16.9,33.2,64,10.7
17.6,39.9,61,11.2
6.2,45.6,69,2.7
5.9,40.6,65,10.9
-0.7,39.1,87,15.2
2.5,29.1,74,8.6
1.9,32.4,41,12.6
2.4,19.9,57,14.3
4.2,46.9,54,14.0
6.2,41.3,66,13.4
12.8,37.5,43,0.1
3.5,40.6,62,2.1
-1.3,46.7,54,8.2
16.8,48.9,55,8.4
14.3,25.6,75,9.7
-0.9,26.3,43,10.8
16.6,28.7,72,9.1
4.1,46.2,51,9.7
7.6,28.8,60,12.1
4.7,45.0,68,11.5
10.7,41.2,59,5.2
7.3,45.0,80,9.8
5.0,30.9,86,10.3
0.3,48.0,52,3.2
-1.5,32.2,52,14.4
4.4,32.3,84,12.2
-3.0,43.4,85,12.5
15.8,48.4,87,13.4
0.9,23.8,52,7.0
13.6,38.1,58,14.3
14.7,22.0,67,11.1
-2.6,34.4,63,12.1
17.8,19.6,63,3.3
5.7,38.9,81,5.8
-1.2,21.8,54,15.5
11.2,46.6,60,4.9
17.2,43.3,65,13.5
13.7,26.6,84,5.0
3.0,44.6,77,8.6
0.9,41.7,70,7.3
5.4,24.7,79,12.0
10.3,41.8,88,5.1
3.9,36.0,70,12.0
15.3,47.5,75,5.8
10.3,47.3,50,5.0
-3.0,37.7,61,15.0
14.1,20.6,58,10.5
16.2,44.2,68,5.3
-1.3,31.1,49,4.0
-2.2,44.4,43,3.8
2.6,36.3,77,1.5
4.9,40.6,78,6.6
16.6,28.6,78,9.4
13.8,23.4,74,2.8
4.4,20.6,71,0.1
9.6,43.1,43,13.0
11.0,38.1,81,8.2
15.1,26.4,69,7.6
12.2,30.4,38,11.6
6.2,42.2,76,15.2
15.7,42.6,50,4.5
11.4,20.5,70,4.0
8.9,19.3,59,13.3
14.6,41.1,52,11.2
6.0,19.0,69,3.6
11.9,47.0,53,4.6
12.4,27.6,42,8.0
17.6,32.3,57,13.9
17.1,39.3,86,2.9
13.7,32.0,75,13.9
11.4,27.6,45,1.5
17.6,34.2,50,8.2
1.7,25.5,70,2.0
0.8,31.8,86,11.8
1.3,48.4,68,12.2
3.9,30.9,55,9.1
-2.4,26.4,46,11.7
16.2,43.1,42,5.6
3.2,24.0,66,5.4
16.7,39.7,61,8.8
16.5,38.3,39,6.1
0.8,19.6,46,10.4
8.8,18.6,52,6.7
17.6,46.3,51,13.0
4.3,25.1,56,11.5
12.4,24.1,39,8.3
5.2,35.1,77,12.5
5.3,39.5,74,13.4
13.7,44.9,62,9.2
-0.0,40.2,71,11.7
11.6,29.8,62,10.5
0.7,32.3,83,14.5
16.7,24.0,83,8.8
14.1,32.4,67,14.8
-1.9,26.5,38,15.1
4.8,41.5,81,8.3
14.4,38.6,51,13.6
0.9,34.0,46,6.8
3.4,28.6,83,4.4
8.0,21.7,41,3.4
11.9,41.6,60,0.9
12.5,42.0,46,13.8
9.2,26.8,58,11.1
13.9,31.7,49,3.7
-1.5,38.0,60,9.4
5.2,30.6,56,12.3
16.9,20.5,42,7.9
13.3,22.0,39,4.2
5.3,22.5,86,4.4
8.4,28.5,69,8.5
9.9,19.8,81,10.4
4.9,26.0,75,3.3
-2.5,43.8,76,14.2
-1.5,45.9,80,2.6
14.4,27.7,67,1.1
10.8,39.5,42,11.4
6.6,24.2,63,11.3
9.5,31.7,77,3.1
12.4,33.0,53,7.7
5.7,47.6,89,4.9
17.2,43.2,71,2.6
10.8,19.1,47,12.9
17.4,46.6,74,12.4
13.9,24.8,86,0.3
7.5,38.0,49,2.6
8.3,38.3,39,15.4
-0.8,46.1,62,3.4
2.0,38.2,72,7.2
3.1,25.0,54,14.7
3.2,45.9,59,9.6
3.4,46.2,68,3.8
7.7,44.5,88,11.4
7.5,37.3,88,2.8
9.6,37.1,73,15.5
7.6,36.5,59,8.4
13.7,47.2,69,4.2
-2.1,30.3,65,11.0
4.7,21.8,54,8.7
0.7,44.5,50,10.8
10.1,35.4,72,2.5
4.1,21.6,43,10.8
1.6,20.3,43,5.3
3.6,35.2,54,0.4
-1.6,39.8,48,1.8
14.9,28.0,60,4.3
0.3,30.0,53,15.3
10.5,47.3,66,4.0
1.0,37.6,87,4.8
14.4,44.1,72,9.0
4.5,26.4,79,6.6
1.1,22.5,61,2.9
-2.0,43.1,63,1.5
-1.2,41.6,51,8.2
0.2,24.8,63,9.8
-2.1,22.5,61,6.9
-1.0,39.5,85,3.7
9.2,25.2,50,10.9
4.6,44.8,76,10.4
0.3,38.2,50,8.3
9.1,40.5,71,9.5
9.2,42.5,83,5.1
12.0,19.7,81,9.3
6.2,35.3,53,8.8
14.3,29.8,63,0.8
-1.8,46.3,84,14.9
14.2,26.7,50,2.6
0.6,20.9,59,0.7
2.4,22.0,81,15.4
15.6,42.7,48,6.3
12.3,35.2,89,4.8
5.2,25.5,44,15.4
12.7,41.8,71,4.1
11.6,20.1,78,11.6
12.2,36.2,75,1.7
8.6,27.8,83,5.2
0.7,22.6,44,14.4
14.3,35.6,59,9.1
4.5,40.0,39,0.2
-0.4,30.9,83,2.9
2.7,24.2,44,8.3
4.5,40.4,45,15.5
4.8,30.3,75,6.9
-1.9,23.8,86,12.3
14.7,27.3,87,7.9
14.6,30.1,73,14.4
6.7,43.3,53,2.4
8.9,31.5,55,13.8
17.5,26.8,70,1.1
5.9,39.7,82,2.2
16.3,37.5,83,4.4
-0.1,44.1,54,13.5
0.8,39.2,44,1.1
1.1,23.7,74,8.9
13.1,34.6,46,3.1
6.0,48.6,77,7.9
14.5,20.2,69,9.0
3.0,22.4,71,3.2
3.7,25.7,49,13.7
0.2,22.5,59,12.5
6.3,28.4,52,12.8
16.9,32.4,87,1.3
17.4,29.8,78,13.5
1.9,23.9,71,14.9
11.6,24.4,57,6.9
11.9,44.3,78,8.6
14.8,33.4,66,2.2
16.8,24.0,86,3.9
12.5,41.1,53,15.2
16.1,36.7,83,3.6
5.4,24.0,40,4.6
11.6,27.4,80,11.1
13.1,47.4,66,14.6
8.5,40.3,65,5.3
9.3,39.3,46,7.3
2.3,29.0,80,7.9
11.0,47.1,43,14.7
-1.8,42.7,63,7.5
17.3,38.4,71,15.1
7.9,34.1,78,7.5
3.3,19.1,49,10.0
1.7,20.6,54,6.8
3.9,27.1,71,4.6
4.1,33.0,49,14.9
17.0,28.6,65,2.4
16.2,27.3,81,14.1
7.9,26.0,40,4.3
3.6,20.7,59,4.7
12.6,26.6,84,8.2
-1.6,21.9,72,9.6
-1.5,41.9,62,3.3
4.6,40.4,68,3.2
15.2,43.6,68,12.1
9.8,34.0,57,7.5
2.7,21.6,89,15.2
5.8,35.1,65,4.1
13.2,39.6,74,2.5
10.7,30.7,74,12.3
1.1,46.4,73,8.9
7.3,42.9,57,2.6
-1.0,44.8,72,4.4
10.3,20.8,61,6.8
13.6,26.1,72,13.1
4.0,43.9,85,1.6
16.5,43.6,47,6.7
1.2,48.9,48,7.2
16.8,32.7,61,12.3
-0.8,42.9,77,10.1
4.9,32.8,43,10.3
12.4,48.3,60,3.5
8.2,33.7,51,2.7
9.1,26.2,87,5.9
6.4,30.6,69,10.7
14.2,21.8,62,3.8
12.7,25.7,63,11.5
3.2,35.4,61,0.8
15.2,31.8,82,6.0
5.9,45.3,70,2.0
5.4,40.0,59,5.0
5.5,27.5,72,14.6
1.9,29.4,49,13.6
12.2,18.8,86,12.0
-2.2,27.4,63,0.4
2.0,46.0,41,5.3
4.3,33.5,50,5.6
9.3,33.9,71,3.4
-0.8,27.1,71,2.1
14.3,23.0,63,14.4
2.3,46.4,81,6.8
7.8,39.6,46,9.6
2.9,26.1,41,11.5
17.1,47.0,40,10.3
2.3,40.9,69,15.6
13.4,26.1,47,10.7
2.6,21.1,41,10.3
8.6,48.2,38,3.7
11.6,45.8,38,1.9
17.7,43.7,54,1.8
6.5,28.4,42,8.6
2.1,41.2,73,14.3
-0.5,36.1,61,0.4
14.7,18.9,66,1.1
17.1,43.2,57,12.2
13.0,47.2,38,7.7
-2.1,29.4,58,11.7
10.0,30.5,62,6.4
17.2,40.0,60,12.4
-0.2,43.4,44,7.2
3.8,44.4,59,10.3
17.0,38.5,78,5.2
2.9,23.8,47,4.3
8.9,40.4,56,10.3
9.2,25.1,40,2.7
12.5,19.3,64,8.6
11.7,18.7,70,9.5
8.5,40.1,88,9.4
16.0,31.0,64,8.3
8.7,21.6,47,13.7
15.3,24.3,83,6.0
3.4,19.1,84,9.0
10.4,40.9,70,0.9
5.9,30.9,66,14.1
1.9,24.0,55,7.3
4.1,47.5,84,6.0
5.0,24.2,76,3.7
13.7,26.8,68,6.7
10.7,48.4,43,1.3
16.1,35.2,42,15.3
14.8,36.7,72,1.1
10.3,28.2,40,10.0
1.7,32.2,68,10.1
8.6,48.6,75,13.0
0.3,30.5,53,6.9
16.5,40.8,72,0.2
-0.8,25.7,73,9.8
13.4,39.6,84,1.0
0.4,34.1,54,13.7
16.2,45.0,51,8.7
-1.7,48.5,63,5.3
-1.6,40.0,77,10.7
17.1,48.1,38,13.3
17.4,30.1,39,13.6
11.5,45.1,85,13.7
10.7,27.4,80,13.1
8.4,27.0,74,3.9
7.5,29.3,79,8.5
7.5,20.8,80,7.9
-0.8,36.1,78,0.2
16.1,24.7,58,8.2
5.0,27.8,80,5.0
14.4,18.8,38,7.4
16.3,31.1,57,5.0
-0.2,29.0,80,3.7
8.8,33.5,86,12.1
3.6,42.3,52,6.7
1.8,38.2,49,15.0
14.7,24.2,85,7.0
16.7,34.1,39,8.2
11.4,38.3,80,6.9
-0.5,38.0,64,0.3
10.6,45.1,72,5.7
5.4,23.9,65,8.8
-0.8,44.3,72,6.6
6.2,48.9,80,14.7
3.5,48.0,60,1.8
13.7,33.2,41,7.6
14.7,20.6,84,5.9
11.5,31.8,61,10.2
15.1,46.6,42,1.2
14.3,45.3,81,8.4
0.3,45.6,53,2.4
5.1,44.3,49,8.9
14.2,34.7,83,5.6
4.2,44.9,74,7.1
6.6,29.1,66,11.3
16.3,42.3,58,5.9
2.7,34.3,57,3.1
9.4,41.9,77,9.1
5.6,45.2,57,7.8
13.1,36.3,51,5.7
2.5,37.6,76,4.2
11.4,47.3,73,0.4
1.7,24.1,75,12.6
-0.4,34.5,66,2.7
0.1,39.3,70,8.2
6.2,22.6,53,14.0
1.8,31.6,78,9.1
9.7,29.5,81,3.4
10.5,19.6,58,9.9
6.2,39.8,64,1.1
14.0,46.7,43,2.1
2.1,33.6,40,12.5
14.6,39.5,53,3.6
16.4,36.0,55,0.2
0.1,22.5,71,8.3
12.4,31.6,62,1.2
15.6,31.2,87,8.6
17.0,40.5,63,2.7
0.9,44.3,53,12.3
9.0,39.1,53,14.7
10.7,24.6,44,10.1
4.7,40.8,40,5.4
7.2,30.9,77,14.9
18.0,32.2,82,2.8
9.9,27.7,77,8.4
9.5,23.9,60,0.2
4.7,18.7,66,15.2
5.4,46.4,64,2.8
16.8,22.8,40,13.2
5.3,28.3,51,6.0
7.3,38.4,88,11.1
8.2,23.2,74,8.4
12.9,28.9,53,12.2
16.5,44.0,49,4.2
-0.6,42.5,82,2.8
6.2,37.3,57,7.2
13.0,45.0,51,8.1
10.0,30.7,71,10.0
4.8,26.9,69,14.7
-1.9,31.4,74,13.9
9.8,29.2,89,11.1
-1.7,27.9,77,14.5
11.2,22.2,87,3.1
1.2,46.9,50,3.4
-0.1,28.6,75,2.3
7.3,44.0,49,12.4
15.2,35.7,67,6.6
1.7,26.8,62,15.1
3.0,47.8,84,1.5
10.3,33.8,44,2.6
8.4,36.2,78,0.8
2.3,41.1,59,8.6
14.4,20.2,83,13.9
9.2,19.3,72,2.7
0.5,21.8,59,1.4
10.5,24.3,57,12.8
2.2,42.0,67,3.5
17.9,28.3,83,4.8
1.9,44.6,55,0.7
-2.1,24.5,87,1.6
7.9,43.5,71,12.6
-0.4,28.1,44,3.2
12.6,39.9,52,13.0
5.8,28.5,80,14.2
13.0,21.5,64,4.7
0.8,36.0,85,8.8
5.1,18.8,52,0.9
10.2,37.7,65,4.1
15.0,34.8,82,5.3
12.5,38.1,56,2.6
-2.2,34.6,88,10.0
12.4,33.8,67,5.0
16.1,36.8,85,0.5
3.2,19.4,44,10.5
12.1,30.1,62,8.1
-0.9,36.7,70,7.9
11.4,21.7,40,4.4
-0.3,31.1,64,8.7
9.6,22.7,82,11.9
3.0,40.9,74,6.0
11.4,38.2,71,0.4
11.3,33.9,69,7.9
8.0,40.6,59,6.1
7.3,22.6,58,11.9
-0.1,26.7,86,3.9
7.2,37.4,61,0.1
0.4,25.1,45,9.1
10.4,27.3,79,2.3
-1.3,20.9,64,11.6
15.6,40.9,51,5.2
12.8,36.4,50,2.5
12.5,46.2,59,1.7
6.1,25.8,80,2.3
5.6,42.9,38,14.5
5.8,31.0,70,13.8
9.6,27.4,44,13.5
11.4,32.1,73,8.6
17.5,36.9,86,13.2
8.1,25.7,74,2.9
-1.9,46.0,44,8.6
15.6,25.6,68,14.1
2.4,35.4,54,12.8
10.3,37.9,62,11.8
12.5,22.7,47,5.1
6.6,30.6,61,1.4
10.0,48.2,62,2.2
10.5,32.0,68,9.1
-2.6,29.0,79,15.2
-1.8,42.9,81,12.8
2.2,27.6,44,1.3
17.4,39.8,46,14.2
15.9,23.2,47,3.5
5.6,44.2,74,15.5
6.3,42.2,64,13.3
10.8,29.2,63,14.3
9.4,26.7,70,5.4
-1.1,48.1,64,7.3
-1.8,41.2,40,13.3
5.3,38.8,45,12.1
13.6,37.4,72,14.0
12.0,24.0,55,4.4
-0.6,36.3,70,8.5
8.9,47.1,47,13.2
8.4,27.4,66,15.3
2.5,19.2,42,12.0
-1.1,23.8,64,6.6
-0.7,39.3,63,5.6
13.8,29.8,39,10.4
11.9,26.0,46,15.0
0.2,28.0,71,12.7
14.3,37.0,82,4.0
13.3,46.4,74,11.9
16.1,19.5,78,2.1
0.4,23.1,38,15.4
-2.7,19.9,39,7.3
1.9,48.2,56,3.5
9.3,28.2,64,13.1
5.2,21.4,84,0.3
15.0,39.2,83,7.5
16.4,31.6,68,13.2
9.0,37.2,88,13.4
14.8,27.9,43,7.9
4.2,38.7,83,8.4
2.5,25.0,87,6.5
17.9,47.0,54,14.2
1.8,45.3,52,15.0
2.2,47.3,50,12.7
3.9,27.6,62,8.3
5.5,22.9,53,8.6
-2.3,28.1,80,2.5
6.0,38.0,82,2.3
11.7,22.0,57,14.8
0.8,46.6,51,13.3
13.7,38.4,61,8.0
16.5,29.7,46,12.6
16.3,42.9,81,10.5
2.8,28.0,49,12.4
4.0,34.6,50,5.9
4.9,42.2,42,9.5
0.2,40.6,51,6.3
1.5,25.5,38,8.5
12.1,25.9,63,11.6
12.7,28.4,88,15.1
15.7,33.1,53,12.3
14.3,38.1,62,3.9
-1.7,31.4,59,9.7
-2.3,40.1,76,9.5
0.3,49.0,53,14.8
1.7,39.4,81,2.2
8.0,45.9,79,14.7
2.0,39.0,78,8.0
1.3,24.7,88,0.6
-1.8,23.5,68,15.6
16.8,27.6,73,13.2
7.6,46.3,67,13.4
12.9,23.7,56,6.5
-0.1,47.3,57,7.0
12.4,37.7,86,5.6
12.9,28.4,74,14.7
-2.4,41.7,72,9.7
16.3,40.3,73,14.1
12.4,29.8,46,14.7
-3.0,43.5,59,1.9
-2.2,39.2,42,10.1
8.3,35.4,65,7.2
13.3,31.8,59,8.6
-0.9,30.5,42,8.0
10.1,34.9,53,0.9
17.2,39.4,58,12.6
16.5,48.2,45,8.7
16.1,18.7,65,6.9
8.4,21.5,42,14.7
6.5,37.0,45,0.6
8.3,20.9,66,5.1
7.5,27.4,40,14.6
14.4,22.6,72,8.0
2.0,32.9,81,12.1
13.0,28.8,78,1.8
10.5,30.0,38,13.8
12.0,39.4,67,3.0
9.0,18.7,68,3.9
16.4,34.7,38,5.6
15.2,42.3,79,3.2
6.6,33.7,43,14.9
13.2,42.6,64,11.2
10.4,41.1,41,5.7
0.6,24.8,58,2.6
15.3,35.0,47,10.6
8.5,38.5,56,3.8
10.9,27.7,68,1.6
16.1,34.8,45,14.5
14.2,36.6,83,9.2
16.5,20.0,76,0.1
16.3,36.8,69,1.2
2.8,26.5,68,4.6
0.8,34.6,61,13.5
-0.8,27.7,80,6.8
14.0,28.1,72,4.7
15.4,43.9,45,1.1
7.8,48.5,78,5.6
6.0,34.6,50,9.5
16.2,26.3,64,4.1
1.3,46.1,89,9.0
16.8,46.8,60,8.2
16.7,44.7,85,12.8
12.9,46.9,39,12.5
10.8,32.3,51,5.3
16.9,40.7,81,13.1
7.6,23.1,49,7.5
12.5,36.0,67,10.6
-0.1,33.9,74,5.7
14.1,33.6,75,5.8
10.9,36.0,69,4.0
-1.0,26.3,64,14.7
15.5,30.4,84,0.8
5.0,37.8,58,15.4
5.8,33.3,53,7.6
10.2,46.1,64,15.5
18.0,32.1,86,4.9
3.6,27.1,58,7.0
15.0,45.7,46,15.1
-2.1,28.7,45,9.1
14.7,33.9,51,15.4
-1.6,35.9,83,11.9
4.5,32.9,66,13.3
1.1,44.5,60,1.6
2.3,35.8,75,6.5
17.8,28.7,46,4.2
3.8,44.7,45,11.0
13.9,19.7,84,5.9
6.8,22.2,51,10.8
