Minimum Temperature,Maximum Temperature,Humidity,Precipitation
15.8,23.2,49,0
15.1,24.1,49,0
12.1,27.1,76,0.4
10.8,25.9,77,0
10,25.8,87,0
13.1,27.8,82,0
13.7,29.9,77,0
15.5,29.3,77,0
17.2,30,79,9.6
19.2,20.4,93,19.2
12.6,24.4,98,17.4
10.4,25.5,68,0
11.6,26.3,78,0
12.4,28.4,74,0
16.5,27.7,66,0
8.2,22.1,72,0
11,18.3,83,0
8.9,19.7,79,0.4
6.2,21,85,0
7.7,23,90,0
10.6,22,86,0
13.5,23.4,86,0
9.4,25.4,87,1.4
11,26.5,81,0
10.2,27.6,82,0
12.6,26.3,74,0
11.1,25.9,78,0
12.9,29.9,75,0
13.1,28.1,78,0
12.7,28.5,78,0
14.5,28.6,81,0
10.1,20.4,59,0
5.4,19.1,83,0
5,18.6,81,0
1,17.5,68,0
3,20.1,68,0
4.3,21.7,79,0
4.8,22.7,78,0
6.7,19.8,82,0
9.4,25.4,81,0
8.2,26.2,79,0
9.9,24.9,71,0
13.7,26.2,66,0
16.9,21.4,80,0.8
14.6,22.7,100,34.2
11.2,25.4,86,0
14,23,95,1.4
12.2,22.5,95,8.2
10,14.2,84,0.8
7.3,17,81,1
5,17,95,0
5.5,19.6,100,0
5.4,19.6,100,0
4.6,18.4,97,0
4.4,19.9,79,0
6.8,20.7,93,0
7.6,16.3,94,0
2,14.7,80,1.6
3.5,15.7,87,0
3.2,15.5,100,0
4.1,13.3,100,0
4,14.5,99,0
5.5,20.3,91,0
7.2,17,92,0
7.5,21.4,100,0.4
6.2,19.5,93,0
1,14.7,84,0
6.4,14.8,81,0
-0.4,15.5,81,0
0.4,17.5,84,0
3.2,17,94,0
2.3,16.7,100,0
2.3,15.3,94,0
2.6,17.8,97,0
1.9,17.2,100,0
0.9,15,100,0
1.9,15.6,90,0
4.2,19.9,78,0
7.8,17,82,0
5.5,9.4,87,29.4
6.7,13.2,95,6
5.7,15.4,100,0.4
1.9,15.9,97,0.2
1.7,17.4,92,0
2.1,18.2,100,0
1.1,16.1,100,0
3.5,16.3,100,0
2.2,14.6,94,0
5.7,13.7,84,3.6
4.8,14.5,100,0
6.2,16,63,6
-1,15.1,85,0
0.1,14.3,80,0
-0.8,13.9,96,0.2
0,14.8,100,0
0.2,15.6,100,0
-0.3,15.9,84,0
0.4,16.4,81,0.2
0.2,15.2,85,0
2.3,16.7,97,0
7.3,15.6,83,0
1.4,10.3,98,0
4.4,11.6,93,0
1.3,12.7,96,0
5.6,14.2,87,2.8
-1.3,11.7,100,0
3,13.8,83,0.6
7.5,9.7,91,5.2
-1.7,10.6,100,0.8
0.2,11.3,98,0.4
3.1,13.3,100,1.4
2.4,14.3,100,1
1.8,13.7,93,0
1.2,12.3,100,0
5.5,15.5,100,3.8
0.6,11.7,100,4.6
3.7,9.6,100,3.8
6.4,12.3,97,4.6
0.3,12.6,100,0
-0.2,13.9,100,0.2
-1,14.2,83,0.2
-2,12.9,87,0
-2.5,13.3,94,0
-1.6,13.7,91,0.2
0.2,15.1,95,0
5.2,11.9,95,2.4
9,14,87,27.2
3.8,12.6,100,0
7.1,15.8,100,15.4
9.8,14.5,97,14.2
6.4,11.3,89,9.4
7.2,12.4,94,2.8
8.7,15.4,100,0.4
7.7,15.3,84,0
-0.8,12.7,100,0.6
2.3,15.3,86,0
1.4,15.3,100,0
0,15.7,92,0.2
-0.1,16.1,100,0
0.4,13.6,100,0
2.9,14.6,94,0
7,14.8,91,2.4
6.7,11.5,96,6.2
4.1,13.2,100,4
1.1,13.7,100,1.8
-0.6,13.1,100,0
-1.3,13.9,80,0
-0.5,13.7,76,0.2
-1.8,12.1,87,0
2.5,14.9,95,0
1.5,14.9,99,0
3,16.6,92,2
4.1,11.9,86,1.4
2.6,13.4,80,0
-0.5,16.3,87,0
5.7,11.8,87,11.2
-0.5,15.4,77,1
-0.7,16.6,87,0
0.6,16.5,79,0
-0.1,15.4,89,0
1.9,16,95,0
2.1,13,100,1.2
6.2,14.7,88,0.6
6.4,11.7,95,13.4
3,14.9,99,6.6
0.6,13.3,100,0
2.1,12.4,89,0
2.1,16.4,84,0
6.2,19.4,74,0
8.2,13.6,79,1
5.3,11.4,90,9.4
6.1,10.7,86,2
7,14.2,85,0.8
-0.2,14.3,100,0
1.2,15.3,87,0
2.9,17.6,72,0
6.2,12.8,85,0.6
3.4,13.4,88,1
-1.3,15,76,0.4
0,16.2,83,0
0.6,18.7,75,0
4.3,21.2,76,0
2.7,22.1,39,0
7.7,17.2,69,0.2
6.8,13.8,86,2.6
7.5,15.2,86,3.4
6.8,17.3,73,0
3.5,19.1,100,0
2.7,18.8,94,0
2.6,20.9,80,0
9.1,15.5,67,1.6
0.8,13.7,77,0
2.4,17.5,79,0
3,17.6,88,0
4.7,17.9,82,0
5,16.5,85,0
8.4,19.2,87,13.2
10.4,22.1,87,0.4
11.9,19.4,85,0
5.1,19.9,90,0.2
4.2,20.7,79,0
5.3,15,74,0
0.8,17.7,67,0
2.5,22,74,0
7.6,25.7,77,0
14.3,24.3,45,0
8.1,14,69,4.2
2.6,15.3,75,0.2
1.8,19.1,70,0
4.6,22.2,66,0
5.2,24.8,75,0
5.6,28.7,70,0
11.7,13.1,97,0
2.7,17.1,72,33.4
3.5,16.8,93,0
3.5,18.3,80,0
5.6,16.2,69,0
7.4,11.6,89,0.8
5,17.9,48,7.6
4,18.6,76,0
4.7,21,83,0
6.4,25.7,79,0
8.7,19,87,0
5.2,19,69,2.2
5.5,22.6,79,0
8.5,27.2,78,0
8.8,24.9,73,0
7.9,20.7,72,0
5.8,19,56,0
4.4,20.7,64,0
5.4,23.6,71,0
12.7,23.8,40,0
7.1,18.5,72,0
6.3,20.4,64,0
6.2,23.7,63,0
9,27,72,0
11,28.8,64,0
10.8,31.2,70,0
17.3,20.6,53,0
6.4,22.4,64,0
9.2,24.5,65,0
9.2,28.5,69,0
11.6,27.3,68,0
17.8,29.7,73,0.4
18.4,20,95,10.6
16.1,26.1,83,24.6
10.3,21.8,68,1.6
6.5,22.9,52,0
8.3,24.5,67,0
9.3,31.6,68,0
9.1,24.6,63,0
9.9,24.6,61,0
10,26.2,67,0
13.1,24.1,54,0
9,24.2,57,0
7.2,21.4,50,0
5.8,25.3,58,0
8.3,26.9,56,0
12.3,32.4,46,0
10.9,27.4,47,0
11.1,29,61,0
12.4,32.7,64,0
15.3,36.7,55,0
16.6,31.9,59,0
15.9,28.1,71,0.2
16.8,32.5,59,0.4
17.8,37.4,56,0
23,34.4,53,0
12.1,34.5,49,0
13.8,33.6,48,0
15.8,36.9,32,0
18.6,40.7,44,0
19.8,43.4,36,0
20.9,42,40,12.6
21.9,40.4,47,0
21.9,39.2,24,0
13.3,25.1,46,0
11.2,32.2,48,0
14.5,38.8,48,0
17,28.8,42,0
18.1,22.3,57,0
8.9,27.1,46,3.2
11.2,31.4,52,0
13.6,36.1,51,0
15.5,39.9,46,0
18.9,43.1,38,0
18.1,32.2,51,0.8
16.4,34.6,51,0
19.2,36.8,46,0
16.6,36.5,63,0.2
15.7,34,45,0
15.9,37,56,0
21.2,35.2,47,0
21.6,36.5,50,0
15.3,32.9,60,0
18.4,34.7,61,0
20.4,32.1,51,0
9.9,29.9,53,0
11.5,33.9,45,0
16.9,26.6,49,0.4
14.3,29.2,46,0
12,31.8,52,0
12.8,31,64,0
13.5,30.9,66,0
14.4,31.3,65,0
16.6,33.8,64,0
17.9,34.9,65,0
18.6,33,65,0
19.7,35.1,65,0
20.1,35.7,56,0
19.4,33.7,66,0
17.7,33.9,47,0
15.5,30.7,63,0
13.8,31.7,64,0
12,27.5,60,0
11.1,23,39,0.2
7.1,24.1,55,0
9.1,26.3,63,0
9.9,28.6,59,0
14.9,20.2,81,2.6
10.1,23.3,73,17.4
9,24.2,79,0
9.5,28.3,82,0
10.3,27.7,76,0
14.9,31.3,70,0
13.8,35.1,69,0
18.3,22.2,84,10.4
6.6,20.4,68,19.8
7,21.5,92,0.2
10.9,23,72,0
8.4,22.9,86,0
8.5,23.8,83,0
8.6,22.5,61,0
8.9,24.3,72,0
10.3,25.3,78,0
11.2,25.7,80,0
10,26.7,74,0
11.5,26,67,0
10.7,26.6,72,0
10.3,27.1,72,0
10.3,27.6,76,0
11.4,28.2,74,0
10.4,26.7,75,0
14.4,24.8,80,0
14.5,23.6,77,0.8
8.3,23.8,63,0
8.9,22.2,69,0
8.6,23.9,73,0
5.1,17.8,50,0
2.6,20.3,55,0
4,21.1,70,0
10.6,14.6,90,7
10.9,20,85,1.6
6,16.9,89,0
5.7,20.5,83,0
6,21.4,79,0
5.6,23.1,90,0
7.9,26.5,66,0
7.9,15.8,92,0.2
8.6,20.4,77,2.6
9.3,17.9,83,0.2
2.5,18.6,74,0
1.7,20.6,79,0
6.6,19.7,81,0.4
1.6,17.9,66,0
2.5,18.6,66,0
6.2,23.2,86,0
5.7,23.4,81,0
5,24.2,82,0
11.3,15.7,96,9.8
1.9,11.6,100,4.6
6.1,13.7,97,7.4
9.1,14,90,1.4
3.5,14.9,100,1.6
1.4,13.1,100,0
0.6,15,100,0.2
2.9,14.6,99,1.4
5.3,14.9,100,1
2.8,13.5,98,0
5.4,17.2,59,0
1.4,17.4,75,0
-0.2,16.3,100,0
1.3,12.8,100,0.2
1.1,16.6,100,0
2.7,18,79,0.2
4.2,19.3,100,0
7.8,15.2,98,0.6
11.2,17.6,100,16
10.3,15.4,99,19.4
11.4,17.3,68,53.4
0.6,14.3,84,0.2
1.9,14.5,100,0
3.5,13.6,100,0
5.8,15,100,0.4
8.5,16.9,95,1.2
1.7,14.6,100,1
0.6,13.8,100,0.2
3.1,13.8,100,0
3.4,15.6,100,0
4.9,11.8,100,15
10,13.4,0,16.8
4.3,12.2,100,3.6
1.2,15.4,93,0.2
-0.2,14.3,83,0
0.3,10.4,100,0.2
3.1,15.5,100,0.6
0.8,14.5,89,0
0,14.1,97,0
-0.5,13.2,97,0.2
-1.3,13.9,87,0
-0.4,14.1,89,0
2,13.1,84,0
7.8,17,56,1
0.9,16.8,81,0
-0.1,14.1,95,0
2,16,92,0
4.3,18.4,100,0
1.4,15.7,97,0
2,12.9,100,0
7.4,16,100,0.6
3.1,14.8,100,0
1.9,15.4,83,0.2
8.4,12.2,73,0
4.8,13.3,83,1.6
6.1,13,91,2.2
4.6,13.9,100,2.6
-0.5,12.6,90,0
3.2,14.9,78,0.2
1.7,15.1,84,0
1.5,15.8,100,0
5,14.8,100,0
8,14,100,5
11.1,14.6,86,5
10.1,15.5,100,2.4
11.1,18,100,2
12.1,20.5,73,0
13.5,17.3,83,33.6
8.3,11.9,89,4.4
4.5,11.2,92,7.2
4.4,11.7,76,0
3.4,12.4,100,0.6
1.9,14.7,100,0
0.8,11.3,100,0
3.5,12.8,98,0
0.3,13.9,100,0
3,16.1,98,0.2
6.2,17.7,87,5
5.7,13.2,100,0.2
5,14.5,100,0
2.8,14.3,100,0
7,15.9,87,0
4.7,10.4,87,1.2
6.3,13.1,89,1
7.4,13.3,96,1.6
8,13.6,74,2.8
3.4,11.5,94,0.4
5.9,15.9,81,8.2
2.6,11.2,95,0
5.7,16.6,95,2.8
2.9,15.6,100,0
5.8,14.9,94,17.2
4.6,14.5,79,1.2
7.4,18.4,65,0
1.8,14.1,84,6.6
2.1,16.2,100,0
6.4,14.4,78,3.8
4.7,18.3,79,0.6
6.6,11.3,85,6
1.5,10.7,86,9.8
2.2,11,94,0.2
6.4,11.9,89,4.2
8.6,12.3,94,8.8
6,15,100,4.2
8.1,16.2,87,0
9.5,17.1,76,0
8.1,17.8,91,0.4
5.4,20.8,91,0
9.8,20,84,2.8
10.2,18.5,67,3.6
6.1,20.7,88,0.2
5.3,22.2,80,0
7,23.8,74,0
8,23.3,80,0
7.5,23.7,82,0
11.9,22.6,79,0
13.6,20.9,82,0
10.1,19.8,73,0
4.8,18.8,75,0.2
7.9,23.4,73,0
12.5,17.5,80,0
6.2,16,79,0.4
2.4,15.4,81,0
2.6,14.7,67,0
6.4,19.3,73,0.8
3.7,20.3,84,0.2
7.7,13.6,93,3.2
10.8,18.4,100,37.4
11.2,18.7,92,0.2
7.7,14,79,1.2
7.3,14.9,87,2
5.2,17.6,100,0.4
5.8,20.4,94,0.2
6.1,23.9,77,0.2
14.2,22.3,63,0
10.6,24,68,0.2
10.3,16.7,84,0.8
2.6,18.5,74,3.6
7.4,16.9,64,0
3.7,20,75,0
7,26.4,70,0
15.8,17.2,87,1.6
3.7,19.7,64,4
6.8,16.5,64,1
3.2,18.9,74,0
5.5,21.7,83,0
6.2,22.9,76,0
4.9,20.1,77,0
5.6,20.6,69,0
5.6,24.3,83,0
0,18.5,73,0
5.2,23.1,78,0
6.8,24.7,70,0
4.6,15.5,77,2.2
2.5,20.1,81,0
3.8,25.5,75,0
11.2,17.7,62,0
0.8,18.9,72,0
3.6,24.7,75,0
7.4,29.7,67,0
10.8,27.6,64,0
16,26.2,81,2.8
13.3,18.2,90,2.6
7.9,16.5,62,0.4
2.1,17.5,64,0
5,19.7,61,0
5.3,21.3,68,0
10.6,24.6,65,0
9.4,22.6,54,0
6,23.5,61,0
6.3,25.2,70,0
7.6,27.9,69,0
8.6,27.9,65,0
10.1,21.1,67,0
3.1,20.3,46,0
6.3,25.6,58,0
6.9,29.6,58,0
8.9,34.3,48,0
17.7,30.9,62,0
9.3,21.9,62,0
10.5,21.3,52,0
10.6,17.1,57,5.8
12.1,18.6,75,4.4
10.1,17.2,86,0.4
8.2,21.5,69,0
5.1,25.1,69,0
12.4,26,55,0
9.1,27.2,61,0
9.5,28.4,58,0
10.2,31.1,55,0
11.3,33.7,57,0
16.8,27.2,63,0
10.6,27.1,54,0
8.1,23.7,54,0
8.6,26.1,58,0
11.5,26.7,50,0
8.2,29.7,49,0
10.5,32.6,58,0
14.2,35.4,56,0
13.1,25.6,37,0
9,27.5,41,0
9.9,30.4,46,0
15.6,34.4,38,0
15.1,37.1,47,0
21.5,23.7,62,0
10.1,17.5,90,29.4
5.8,20.4,62,3.2
7.7,26.1,63,0
10.2,32.1,55,0
18.1,30.4,56,0
12.1,22.4,60,0
10.9,24.5,43,0
9.9,27.6,55,0
11.2,30.2,47,0
14.4,29.5,56,0
12.8,31.1,48,0
15.8,32.9,51,0
16.9,34,54,0
18.8,37.6,41,0
19.2,39.7,34,0
22.2,40.7,45,0.2
23.7,40.5,40,0
25.2,36.4,36,0
18.3,23.9,93,5.2
11.6,29.1,75,13
15.7,29.1,64,0
14.9,30.8,61,0
14,32.5,57,1.4
14.4,37.1,57,0
16.1,30.9,27,0
11.7,30.9,50,0
10.4,31.4,43,0
12,27.4,56,0
16.7,27.7,61,0
18.9,30.6,40,0.2
13.1,25.6,46,0
8.4,29.4,50,0
12.1,23.7,42,0
9.8,27.5,43,0
14.2,30.4,42,0
16.9,29,48,0
14.4,33.6,54,1.4
16.5,36.5,55,0
18.8,38.9,37,0
17.1,39,46,0
18.6,41.2,44,0
21,41.8,47,0
23,43.6,34,0
21.7,42.6,37,0
22,41.2,27,0
21.3,37.9,50,0
19,34.2,55,0
17.9,33.2,54,0
15.8,33.3,43,0
16.2,34.5,45,0
20.1,23.4,84,2.8
13.3,25.9,52,31
12.4,29.4,53,0
14.8,32.7,52,0
16.4,36.6,63,0
18.8,40.6,51,0
20.6,39.7,49,0
21.8,41.7,50,0
23.2,41.6,51,0
20.7,41.1,43,0
20.5,40.5,34,0
21,31.9,25,1.2
16.7,30.9,45,0
16.6,33.7,46,0
16.7,36.8,57,0
18.4,40.1,49,0
18.8,42,31,0
18.6,36.8,46,0
13.9,36.9,56,0
17,36.2,54,0
21.8,31.2,57,0
21.3,30.6,62,0
19.2,23.1,99,21.8
20,31.4,76,7
13,29.9,61,0
15.3,33.4,72,0
18.1,32.3,63,0
11.6,22.8,80,1.6
8.4,26.8,59,0
10.6,29.8,68,0
13.1,31.4,53,0
14.5,33,61,0
14.8,34.6,63,0
17.5,31.4,74,0
10.8,30.6,66,0
16.4,27.7,58,0
17,27.2,94,8.8
15.8,30,83,0
15.9,32.3,68,0
15.9,32.2,63,0
19.7,31.5,76,0.2
16.1,32.6,76,0.2
10.2,29.1,60,0
13.3,32.5,59,0
14,31.5,62,0
14.9,34.5,62,0
18.6,34.3,59,0
19,30.1,90,2.8
12.1,29.1,77,0
14.4,31.9,68,0
12.6,31,59,0
13,20,70,2.6
9.4,25.1,77,0
12.8,27.8,87,0
9.9,29.5,70,0
10.3,32.5,59,0
16,30.8,54,0
14,25.5,85,4.4
8.6,23.2,81,0
10.6,20.7,78,0
13.8,27.3,79,2.4
14.4,21.9,83,0
17.4,26.2,100,16.6
17.6,25.8,92,0.4
14.6,26.7,81,0
13.8,19.7,86,0.4
11.6,26.7,100,9.2
14.6,28.3,90,0
13.8,28.5,86,0
17.6,21.6,94,1.6
14.9,19.6,95,9
14.5,23.3,100,16.8
11.5,25.2,65,0
12.8,24.9,79,0
12.4,25,78,0
15.8,18.2,96,5
15.7,17.6,100,12.4
16.4,24,100,66.2
10.9,23.8,69,0.4
12.1,23.9,61,0
13,21,57,0
8.2,22.4,63,0
8.7,21.8,73,0
7,22.4,75,0
7.9,21.5,89,0
4.3,18.1,70,0.4
3.8,16.4,86,0
4,17.4,80,0
8.2,22.2,78,0
12.3,22.5,82,1.6
9.2,20.9,78,0
5.3,22.5,71,0
11.1,22.8,90,0
5.3,21.1,73,0
7.8,22.9,84,0
10.4,22.6,94,0
10.5,18.1,89,15
5.5,17.3,72,0
5.1,14.5,83,0
8.4,12,96,3.8
7.9,15.1,77,0.4
9.1,15,78,0
9.6,16.4,97,0.2
3.2,16.3,77,0
2.3,16.6,67,0
3.3,17.8,74,0
8.9,13.9,99,2.6
8.1,18,100,11.4
6.1,19.3,100,0
4.9,18.1,98,0.2
4.9,18.8,88,0
6.1,18.5,99,0
6.6,20.2,85,0
6.5,19.5,87,0
9.2,18.7,98,0
7.8,19.6,95,0
10.1,20.5,100,4.2
9.4,20.3,100,0
8.5,18.9,0,0.2
8.1,20.4,100,0.2
11,19.1,100,1.4
7.7,18.8,100,0
8.8,22.2,0,0.2
12.4,17.5,68,0.6
10.6,14,93,36.4
8.8,17.5,100,0.4
6.7,18.5,84,0
5.5,18.7,98,0
10,14,95,8.2
10.1,15.8,99,2.2
11.4,13.8,89,0.6
6.3,15.6,99,0
4.7,16,82,0.2
2.6,16,86,0
1,14.9,89,0
1.2,18,82,0
2.5,16.8,82,0
1.7,14.9,100,0
3.8,16.6,98,0
7.9,12.2,100,3.6
8.2,15.2,0,17.4
6.6,16.4,100,1
1.7,11.7,100,0
5.7,13.8,95,6.8
4.2,11.3,100,0
5.4,11.2,96,0
3.2,16.5,100,0
6.9,15.1,97,0.4
3.6,14.4,100,0.2
5.8,12.2,80,0
5.7,12.2,95,8.6
5.8,13.2,86,7.6
9.2,14.6,91,1.4
8.4,14.4,85,0.4
9,12.4,78,1.4
6.4,10.7,98,5
2,10.1,97,1.2
4.9,11.1,100,1
5.5,12.2,100,0
4.7,13.9,100,0
3.6,13.9,100,0.2
4.1,11.1,93,1.8
7.2,9.6,94,0
4.8,10.7,100,0
6.1,13.3,93,0
5,11.6,89,3.8
6.7,10.5,87,9.8
7.1,11.3,91,0.4
7.4,12.3,98,4.4
-0.5,11.8,100,0
-0.9,12.6,100,0.2
3.5,11.3,96,0.2
6,14.2,100,7.8
8.1,12.4,86,2
3.4,13.2,87,6.6
-1.7,15.1,93,0
-2.1,13.7,90,0
0.3,13.2,100,0
-1.3,13.8,89,0.2
-1.5,14.6,93,0
1,12.4,96,0
2.2,17.8,100,1.8
4.2,13.6,100,0.2
6.7,12.7,100,0
2.7,15,100,0.2
3,16.9,100,0
7.9,15.4,84,0
8.9,19.7,63,0.4
4.7,8.7,85,1
-1.1,11.5,89,2.2
-1.7,12.7,84,0.2
-1.8,14,79,0
-2.8,13.5,94,0
0.1,10.5,100,0.2
3.6,14.6,92,0
2,13.8,100,0
1.7,14.2,100,0
5.5,14.6,95,0
-1.3,12,81,0.2
-1.7,14.1,65,0
-1.5,14.6,76,0
-0.7,16.2,79,0
0.3,17,83,0
0.9,15.3,87,0
6.6,11.6,75,0
7.6,18.3,81,6.6
4,18.7,86,0
2,16.3,75,0
2.3,17.5,81,0
2.6,18.5,77,0
2.9,19.8,74,0
3.8,17.8,93,0
2,17.3,100,0
4.7,20.2,63,0
3.5,19.1,72,0
2.3,18.7,75,0
2.5,19.3,79,0
2.3,18.8,79,0
2.8,19.6,81,0
4.6,20.5,83,0
6.6,15.6,79,1
-0.6,15.4,71,0.6
0.2,16.3,70,0
2.3,18,68,0
3.3,18.8,72,0
2.2,20.3,77,0
3.7,20.3,73,0
11.7,18.4,66,0.2
